"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.0320512820512821,0.358974358974359,0.0897435897435897,0.0608974358974359,0.0320512820512821,0.0416666666666667,0.0416666666666667,0.0608974358974359,0.0320512820512821,0.0320512820512821,0.0705128205128205,0.0416666666666667,0.0320512820512821,0.0416666666666667,0.0320512820512821
"2",0.0347222222222222,0.409722222222222,0.0451388888888889,0.0451388888888889,0.0347222222222222,0.0347222222222222,0.0555555555555556,0.0555555555555556,0.0347222222222222,0.0347222222222222,0.0659722222222222,0.0451388888888889,0.0347222222222222,0.0347222222222222,0.0347222222222222
"3",0.040650406504065,0.382113821138211,0.040650406504065,0.0528455284552846,0.040650406504065,0.040650406504065,0.0528455284552846,0.040650406504065,0.040650406504065,0.0650406504065041,0.040650406504065,0.040650406504065,0.040650406504065,0.040650406504065,0.040650406504065
"4",0.0529100529100529,0.132275132275132,0.0529100529100529,0.0529100529100529,0.0529100529100529,0.0687830687830688,0.0846560846560847,0.0529100529100529,0.0687830687830688,0.0687830687830688,0.0687830687830688,0.0529100529100529,0.0687830687830688,0.0529100529100529,0.0687830687830688
"5",0.0555555555555556,0.0888888888888889,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0722222222222222,0.0888888888888889,0.105555555555556,0.0722222222222222,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0722222222222222
"6",0.0656565656565657,0.156565656565657,0.0656565656565657,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.111111111111111,0.0808080808080808,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.0656565656565657,0.0505050505050505
"7",0.0460992907801418,0.301418439716312,0.0460992907801418,0.0354609929078014,0.0354609929078014,0.0460992907801418,0.0460992907801418,0.0780141843971631,0.0354609929078014,0.0354609929078014,0.0567375886524823,0.0460992907801418,0.0354609929078014,0.109929078014184,0.0460992907801418
"8",0.0460992907801418,0.301418439716312,0.0460992907801418,0.0460992907801418,0.0460992907801418,0.0567375886524823,0.0354609929078014,0.0780141843971631,0.0354609929078014,0.0460992907801418,0.0567375886524823,0.0354609929078014,0.0354609929078014,0.0886524822695035,0.0460992907801418
"9",0.0374531835205993,0.250936329588015,0.048689138576779,0.0823970037453184,0.0711610486891386,0.0711610486891386,0.048689138576779,0.048689138576779,0.048689138576779,0.0374531835205993,0.048689138576779,0.048689138576779,0.0599250936329588,0.0599250936329588,0.0374531835205993
"10",0.0687830687830688,0.116402116402116,0.0529100529100529,0.0846560846560847,0.0846560846560847,0.0529100529100529,0.0846560846560847,0.0529100529100529,0.0529100529100529,0.0529100529100529,0.0529100529100529,0.0529100529100529,0.0529100529100529,0.0687830687830688,0.0687830687830688
"11",0.0619047619047619,0.104761904761905,0.0761904761904762,0.0619047619047619,0.0619047619047619,0.0619047619047619,0.0904761904761905,0.0761904761904762,0.0476190476190476,0.0619047619047619,0.0476190476190476,0.0619047619047619,0.0476190476190476,0.0904761904761905,0.0476190476190476
"12",0.0917874396135266,0.120772946859903,0.0628019323671498,0.0483091787439614,0.0628019323671498,0.0628019323671498,0.0628019323671498,0.0483091787439614,0.0483091787439614,0.0483091787439614,0.0483091787439614,0.0628019323671498,0.0772946859903382,0.0772946859903382,0.0772946859903382
"13",0.0512820512820513,0.0974358974358975,0.0512820512820513,0.0512820512820513,0.0666666666666667,0.0512820512820513,0.0512820512820513,0.0512820512820513,0.0512820512820513,0.0820512820512821,0.0512820512820513,0.0974358974358975,0.0666666666666667,0.0820512820512821,0.0974358974358975
"14",0.0808080808080808,0.0808080808080808,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.0656565656565657,0.126262626262626,0.0656565656565657,0.0808080808080808,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.095959595959596
"15",0.0570175438596491,0.135964912280702,0.0701754385964912,0.0701754385964912,0.043859649122807,0.043859649122807,0.0833333333333333,0.109649122807018,0.0570175438596491,0.0701754385964912,0.0570175438596491,0.043859649122807,0.043859649122807,0.0570175438596491,0.0570175438596491
"16",0.0701754385964912,0.149122807017544,0.0570175438596491,0.0701754385964912,0.043859649122807,0.043859649122807,0.0701754385964912,0.0833333333333333,0.0570175438596491,0.0570175438596491,0.0701754385964912,0.043859649122807,0.0570175438596491,0.0570175438596491,0.0701754385964912
"17",0.0483091787439614,0.14975845410628,0.0917874396135266,0.0628019323671498,0.0483091787439614,0.0483091787439614,0.0628019323671498,0.0628019323671498,0.0628019323671498,0.0483091787439614,0.0772946859903382,0.0483091787439614,0.0483091787439614,0.0917874396135266,0.0483091787439614
"18",0.0529100529100529,0.132275132275132,0.0687830687830688,0.0687830687830688,0.0529100529100529,0.0529100529100529,0.0687830687830688,0.0687830687830688,0.0687830687830688,0.0529100529100529,0.100529100529101,0.0529100529100529,0.0529100529100529,0.0529100529100529,0.0529100529100529
"19",0.0490196078431373,0.240196078431373,0.0637254901960784,0.0490196078431373,0.0490196078431373,0.0490196078431373,0.0637254901960784,0.0490196078431373,0.0637254901960784,0.0490196078431373,0.0637254901960784,0.0490196078431373,0.0490196078431373,0.0490196078431373,0.0637254901960784
"20",0.0427350427350427,0.286324786324786,0.0555555555555556,0.0427350427350427,0.0427350427350427,0.0427350427350427,0.0811965811965812,0.0427350427350427,0.0683760683760684,0.0555555555555556,0.0427350427350427,0.0555555555555556,0.0555555555555556,0.0427350427350427,0.0427350427350427
"21",0.0374531835205993,0.318352059925094,0.048689138576779,0.0599250936329588,0.0374531835205993,0.0599250936329588,0.048689138576779,0.0374531835205993,0.0374531835205993,0.0374531835205993,0.0374531835205993,0.048689138576779,0.0599250936329588,0.048689138576779,0.0823970037453184
"22",0.0354609929078014,0.354609929078014,0.0354609929078014,0.0460992907801418,0.0354609929078014,0.0354609929078014,0.0780141843971631,0.0460992907801418,0.0460992907801418,0.0354609929078014,0.0354609929078014,0.0567375886524823,0.0460992907801418,0.0567375886524823,0.0567375886524823
