"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0581395348837209,0.0697674418604651,0.104651162790698,0.209302325581395,0.104651162790698,0.127906976744186,0.0581395348837209,0.0930232558139535,0.0697674418604651,0.104651162790698
"2",0.0746268656716418,0.0895522388059701,0.0895522388059701,0.104477611940299,0.104477611940299,0.17910447761194,0.0895522388059701,0.119402985074627,0.0746268656716418,0.0746268656716418
"3",0.0923076923076923,0.0769230769230769,0.0923076923076923,0.138461538461538,0.0769230769230769,0.153846153846154,0.0769230769230769,0.107692307692308,0.107692307692308,0.0769230769230769
"4",0.0793650793650794,0.0793650793650794,0.0793650793650794,0.111111111111111,0.0952380952380952,0.174603174603175,0.0793650793650794,0.111111111111111,0.111111111111111,0.0793650793650794
"5",0.078125,0.078125,0.09375,0.140625,0.078125,0.125,0.09375,0.109375,0.09375,0.109375
"6",0.0793650793650794,0.0952380952380952,0.111111111111111,0.0952380952380952,0.0952380952380952,0.111111111111111,0.0793650793650794,0.0952380952380952,0.0952380952380952,0.142857142857143
"7",0.0857142857142857,0.0714285714285714,0.114285714285714,0.171428571428571,0.1,0.128571428571429,0.0714285714285714,0.1,0.0714285714285714,0.0857142857142857
"8",0.0759493670886076,0.0632911392405063,0.113924050632911,0.253164556962025,0.0886075949367089,0.0759493670886076,0.0759493670886076,0.10126582278481,0.0632911392405063,0.0886075949367089
"9",0.0759493670886076,0.0886075949367089,0.0886075949367089,0.265822784810127,0.0759493670886076,0.0759493670886076,0.0886075949367089,0.0759493670886076,0.0886075949367089,0.0759493670886076
"10",0.0921052631578947,0.0657894736842105,0.0789473684210526,0.263157894736842,0.0789473684210526,0.0789473684210526,0.105263157894737,0.0789473684210526,0.0789473684210526,0.0789473684210526
"11",0.121621621621622,0.0810810810810811,0.0945945945945946,0.108108108108108,0.108108108108108,0.135135135135135,0.108108108108108,0.0675675675675676,0.0945945945945946,0.0810810810810811
"12",0.153846153846154,0.0641025641025641,0.0641025641025641,0.0897435897435897,0.141025641025641,0.102564102564103,0.128205128205128,0.0641025641025641,0.128205128205128,0.0641025641025641
"13",0.1375,0.075,0.075,0.1125,0.1375,0.125,0.0875,0.075,0.1125,0.0625
"14",0.0833333333333333,0.0972222222222222,0.0972222222222222,0.152777777777778,0.0972222222222222,0.125,0.0833333333333333,0.0972222222222222,0.0972222222222222,0.0694444444444444
"15",0.0869565217391304,0.0869565217391304,0.0869565217391304,0.144927536231884,0.072463768115942,0.130434782608696,0.130434782608696,0.0869565217391304,0.072463768115942,0.101449275362319
"16",0.0746268656716418,0.0746268656716418,0.0746268656716418,0.104477611940299,0.0746268656716418,0.104477611940299,0.149253731343284,0.104477611940299,0.0895522388059701,0.149253731343284
"17",0.0746268656716418,0.0746268656716418,0.0746268656716418,0.134328358208955,0.104477611940299,0.0746268656716418,0.134328358208955,0.0746268656716418,0.119402985074627,0.134328358208955
"18",0.0625,0.0875,0.0875,0.175,0.0625,0.125,0.125,0.0625,0.125,0.0875
"19",0.0897435897435897,0.0897435897435897,0.0769230769230769,0.205128205128205,0.0641025641025641,0.128205128205128,0.0897435897435897,0.0769230769230769,0.0897435897435897,0.0897435897435897
"20",0.0649350649350649,0.0909090909090909,0.0909090909090909,0.168831168831169,0.0649350649350649,0.168831168831169,0.103896103896104,0.0649350649350649,0.0909090909090909,0.0909090909090909
"21",0.0769230769230769,0.123076923076923,0.0923076923076923,0.0923076923076923,0.0769230769230769,0.138461538461538,0.138461538461538,0.0769230769230769,0.0769230769230769,0.107692307692308
"22",0.0694444444444444,0.0833333333333333,0.0972222222222222,0.0833333333333333,0.0972222222222222,0.111111111111111,0.180555555555556,0.0833333333333333,0.0694444444444444,0.125
"23",0.0833333333333333,0.107142857142857,0.19047619047619,0.0833333333333333,0.0595238095238095,0.0952380952380952,0.130952380952381,0.0833333333333333,0.0714285714285714,0.0952380952380952
"24",0.10989010989011,0.0659340659340659,0.208791208791209,0.0659340659340659,0.0659340659340659,0.0879120879120879,0.120879120879121,0.0989010989010989,0.0549450549450549,0.120879120879121
"25",0.141304347826087,0.0652173913043478,0.271739130434783,0.0543478260869565,0.0652173913043478,0.0978260869565217,0.0760869565217391,0.0869565217391304,0.0543478260869565,0.0869565217391304
"26",0.197368421052632,0.0657894736842105,0.184210526315789,0.0657894736842105,0.0789473684210526,0.0921052631578947,0.0657894736842105,0.0921052631578947,0.0657894736842105,0.0921052631578947
"27",0.136986301369863,0.0821917808219178,0.232876712328767,0.0958904109589041,0.10958904109589,0.0684931506849315,0.0684931506849315,0.0684931506849315,0.0684931506849315,0.0684931506849315
"28",0.0895522388059701,0.0895522388059701,0.149253731343284,0.0746268656716418,0.164179104477612,0.0746268656716418,0.104477611940299,0.0746268656716418,0.0746268656716418,0.104477611940299
