"","V1"
"inaug_WilliamJClinton_2_21",10
"inaug_WilliamJClinton_2_22",5
"inaug_WilliamJClinton_2_23",6
"inaug_WilliamJClinton_2_24",8
"inaug_WilliamJClinton_2_25",8
"inaug_WilliamJClinton_2_26",5
"inaug_WilliamJClinton_2_27",8
"inaug_WilliamJClinton_2_28",5
"inaug_WilliamJClinton_2_29",5
"inaug_WilliamJClinton_2_30",5
"inaug_WilliamJClinton_2_31",11
"inaug_WilliamJClinton_2_32",5
"inaug_WilliamJClinton_2_33",5
"inaug_WilliamJClinton_2_34",9
"inaug_WilliamJClinton_2_35",12
"inaug_WilliamJClinton_2_36",9
"inaug_WilliamJClinton_2_37",12
"inaug_WilliamJClinton_2_38",1
"inaug_WilliamJClinton_2_39",1
"inaug_WilliamJClinton_2_40",1
"inaug_WilliamJClinton_2_41",5
"inaug_WilliamJClinton_2_42",1
"inaug_WilliamJClinton_2_43",13
"inaug_WilliamJClinton_2_44",2
"inaug_WilliamJClinton_2_45",7
"inaug_WilliamJClinton_2_46",7
"inaug_WilliamJClinton_2_47",4
"inaug_WilliamJClinton_2_48",12
"inaug_WilliamJClinton_2_49",13
"inaug_WilliamJClinton_2_50",12
"inaug_WilliamJClinton_2_51",9
"inaug_WilliamJClinton_2_52",9
"inaug_WilliamJClinton_2_53",9
"inaug_WilliamJClinton_2_54",9
"inaug_WilliamJClinton_2_55",5
"inaug_WilliamJClinton_2_56",6
"inaug_WilliamJClinton_2_57",6
"inaug_WilliamJClinton_2_58",7
"inaug_WilliamJClinton_2_59",7
"inaug_WilliamJClinton_2_60",10
"inaug_WilliamJClinton_2_61",10
"inaug_WilliamJClinton_2_62",12
"inaug_WilliamJClinton_2_63",5
"inaug_WilliamJClinton_2_64",5
"inaug_WilliamJClinton_2_65",5
"inaug_WilliamJClinton_2_66",5
"inaug_WilliamJClinton_2_67",5
"inaug_WilliamJClinton_2_68",5
"inaug_WilliamJClinton_2_69",9
"inaug_WilliamJClinton_2_70",5
"inaug_WilliamJClinton_2_71",9
"inaug_WilliamJClinton_2_72",9
"inaug_WilliamJClinton_2_73",9
"inaug_WilliamJClinton_2_74",9
"inaug_WilliamJClinton_2_75",9
"inaug_WilliamJClinton_2_76",9
"inaug_WilliamJClinton_2_77",9
"inaug_WilliamJClinton_2_78",9
"inaug_WilliamJClinton_2_79",9
"inaug_WilliamJClinton_2_80",4
"inaug_WilliamJClinton_2_81",4
"inaug_WilliamJClinton_2_82",5
"inaug_WilliamJClinton_2_83",5
"inaug_WilliamJClinton_2_84",10
"inaug_WilliamJClinton_2_85",10
"inaug_WilliamJClinton_2_86",3
"inaug_WilliamJClinton_2_87",3
"inaug_WilliamJClinton_2_88",3
"inaug_WilliamJClinton_2_89",13
"inaug_WilliamJClinton_2_90",13
"inaug_WilliamJClinton_2_91",5
"inaug_WilliamJClinton_2_92",13
"inaug_WilliamJClinton_2_93",15
"inaug_WilliamJClinton_2_94",15
"inaug_WilliamJClinton_2_95",3
"inaug_WilliamJClinton_2_96",12
"inaug_WilliamJClinton_2_97",1
"inaug_WilliamJClinton_2_98",1
"inaug_WilliamJClinton_2_99",1
"inaug_WilliamJClinton_2_100",1
"inaug_WilliamJClinton_2_101",1
"inaug_WilliamJClinton_2_102",1
"inaug_WilliamJClinton_2_103",1
"inaug_WilliamJClinton_2_104",1
"inaug_WilliamJClinton_2_105",8
"inaug_WilliamJClinton_2_106",10
"inaug_WilliamJClinton_2_107",5
"inaug_WilliamJClinton_2_108",5
"inaug_WilliamJClinton_2_109",5
"inaug_WilliamJClinton_2_110",5
"inaug_GeorgeWBush_1_2",3
"inaug_GeorgeWBush_1_3",3
"inaug_GeorgeWBush_1_4",3
"inaug_GeorgeWBush_1_5",3
"inaug_GeorgeWBush_1_6",3
"inaug_GeorgeWBush_1_7",13
"inaug_GeorgeWBush_1_8",13
"inaug_GeorgeWBush_1_9",13
"inaug_GeorgeWBush_1_10",1
"inaug_GeorgeWBush_1_11",1
"inaug_GeorgeWBush_1_12",5
"inaug_GeorgeWBush_1_13",8
"inaug_GeorgeWBush_1_14",2
"inaug_GeorgeWBush_1_15",13
"inaug_GeorgeWBush_1_16",3
"inaug_GeorgeWBush_1_17",3
"inaug_GeorgeWBush_1_18",3
"inaug_GeorgeWBush_1_19",6
"inaug_GeorgeWBush_1_20",6
"inaug_GeorgeWBush_1_21",5
"inaug_GeorgeWBush_1_22",5
"inaug_GeorgeWBush_1_23",4
"inaug_GeorgeWBush_1_24",4
"inaug_GeorgeWBush_1_25",12
"inaug_GeorgeWBush_1_26",1
"inaug_GeorgeWBush_1_27",4
"inaug_GeorgeWBush_1_28",5
"inaug_GeorgeWBush_1_29",5
"inaug_GeorgeWBush_1_30",5
"inaug_GeorgeWBush_1_31",10
"inaug_GeorgeWBush_1_32",11
"inaug_GeorgeWBush_1_33",11
"inaug_GeorgeWBush_1_34",6
"inaug_GeorgeWBush_1_35",8
"inaug_GeorgeWBush_1_36",9
"inaug_GeorgeWBush_1_37",1
"inaug_GeorgeWBush_1_38",1
"inaug_GeorgeWBush_1_39",5
"inaug_GeorgeWBush_1_40",7
"inaug_GeorgeWBush_1_41",5
"inaug_GeorgeWBush_1_42",8
"inaug_GeorgeWBush_1_43",8
"inaug_GeorgeWBush_1_44",8
"inaug_GeorgeWBush_1_45",9
"inaug_GeorgeWBush_1_46",9
"inaug_GeorgeWBush_1_47",9
"inaug_GeorgeWBush_1_48",9
"inaug_GeorgeWBush_1_49",9
"inaug_GeorgeWBush_1_50",5
"inaug_GeorgeWBush_1_51",5
"inaug_GeorgeWBush_1_52",7
"inaug_GeorgeWBush_1_53",9
"inaug_GeorgeWBush_1_54",9
"inaug_GeorgeWBush_1_55",4
"inaug_GeorgeWBush_1_56",4
"inaug_GeorgeWBush_1_57",8
"inaug_GeorgeWBush_1_58",2
"inaug_GeorgeWBush_1_59",2
"inaug_GeorgeWBush_1_60",13
"inaug_GeorgeWBush_1_61",7
"inaug_GeorgeWBush_1_62",8
"inaug_GeorgeWBush_1_63",15
"inaug_GeorgeWBush_1_64",5
"inaug_GeorgeWBush_1_65",6
"inaug_GeorgeWBush_1_66",6
"inaug_GeorgeWBush_1_67",9
"inaug_GeorgeWBush_1_68",9
"inaug_GeorgeWBush_1_69",3
"inaug_GeorgeWBush_1_70",12
"inaug_GeorgeWBush_1_71",4
"inaug_GeorgeWBush_1_72",4
"inaug_GeorgeWBush_1_73",4
"inaug_GeorgeWBush_1_74",12
"inaug_GeorgeWBush_1_75",15
"inaug_GeorgeWBush_1_76",15
"inaug_GeorgeWBush_1_77",4
"inaug_GeorgeWBush_1_78",6
"inaug_GeorgeWBush_1_79",2
"inaug_GeorgeWBush_1_80",2
"inaug_GeorgeWBush_1_81",6
"inaug_GeorgeWBush_1_82",2
"inaug_GeorgeWBush_1_83",8
"inaug_GeorgeWBush_1_84",8
"inaug_GeorgeWBush_1_85",4
"inaug_GeorgeWBush_1_86",11
"inaug_GeorgeWBush_1_87",4
"inaug_GeorgeWBush_1_88",10
"inaug_GeorgeWBush_1_89",5
"inaug_GeorgeWBush_1_90",11
"inaug_GeorgeWBush_1_91",11
"inaug_GeorgeWBush_1_92",8
"inaug_GeorgeWBush_1_93",8
"inaug_GeorgeWBush_1_94",8
"inaug_GeorgeWBush_1_95",8
"inaug_GeorgeWBush_1_96",8
"inaug_GeorgeWBush_1_97",13
"inaug_GeorgeWBush_1_98",2
"inaug_GeorgeWBush_1_99",3
"inaug_GeorgeWBush_1_100",3
"inaug_GeorgeWBush_1_101",13
"inaug_BarackObama_1_2",3
"inaug_BarackObama_1_3",3
"inaug_BarackObama_1_4",3
"inaug_BarackObama_1_5",3
"inaug_BarackObama_1_6",3
"inaug_BarackObama_1_7",1
"inaug_BarackObama_1_8",1
"inaug_BarackObama_1_9",15
"inaug_BarackObama_1_10",7
"inaug_BarackObama_1_11",7
"inaug_BarackObama_1_12",7
"inaug_BarackObama_1_13",9
"inaug_BarackObama_1_14",9
"inaug_BarackObama_1_15",12
"inaug_BarackObama_1_16",5
"inaug_BarackObama_1_17",5
"inaug_BarackObama_1_18",5
"inaug_BarackObama_1_19",8
"inaug_BarackObama_1_20",8
"inaug_BarackObama_1_21",13
"inaug_BarackObama_1_22",13
"inaug_BarackObama_1_23",2
"inaug_BarackObama_1_24",1
"inaug_BarackObama_1_25",1
"inaug_BarackObama_1_26",1
"inaug_BarackObama_1_27",5
"inaug_BarackObama_1_28",5
"inaug_BarackObama_1_29",6
"inaug_BarackObama_1_30",6
"inaug_BarackObama_1_31",6
"inaug_BarackObama_1_32",6
"inaug_BarackObama_1_33",6
"inaug_BarackObama_1_34",6
"inaug_BarackObama_1_35",6
"inaug_BarackObama_1_36",8
"inaug_BarackObama_1_37",7
"inaug_BarackObama_1_38",1
"inaug_BarackObama_1_39",3
"inaug_BarackObama_1_40",3
"inaug_BarackObama_1_41",3
"inaug_BarackObama_1_42",8
"inaug_BarackObama_1_43",3
"inaug_BarackObama_1_44",7
"inaug_BarackObama_1_45",9
"inaug_BarackObama_1_46",9
"inaug_BarackObama_1_47",9
"inaug_BarackObama_1_48",9
"inaug_BarackObama_1_49",9
"inaug_BarackObama_1_50",9
"inaug_BarackObama_1_51",11
"inaug_BarackObama_1_52",11
"inaug_BarackObama_1_53",11
"inaug_BarackObama_1_54",11
"inaug_BarackObama_1_55",11
"inaug_BarackObama_1_56",11
"inaug_BarackObama_1_57",11
"inaug_BarackObama_1_58",11
"inaug_BarackObama_1_59",11
"inaug_BarackObama_1_60",11
"inaug_BarackObama_1_61",1
"inaug_BarackObama_1_62",1
"inaug_BarackObama_1_63",7
"inaug_BarackObama_1_64",7
"inaug_BarackObama_1_65",10
"inaug_BarackObama_1_66",1
"inaug_BarackObama_1_67",1
"inaug_BarackObama_1_68",1
"inaug_BarackObama_1_69",12
"inaug_BarackObama_1_70",12
"inaug_BarackObama_1_71",12
"inaug_BarackObama_1_72",12
"inaug_BarackObama_1_73",12
"inaug_BarackObama_1_74",12
"inaug_BarackObama_1_75",12
"inaug_BarackObama_1_76",12
"inaug_BarackObama_1_77",9
"inaug_BarackObama_1_78",9
"inaug_BarackObama_1_79",4
"inaug_BarackObama_1_80",4
"inaug_BarackObama_1_81",12
"inaug_BarackObama_1_82",15
"inaug_BarackObama_1_83",15
"inaug_BarackObama_1_84",7
"inaug_BarackObama_1_85",4
"inaug_BarackObama_1_86",4
"inaug_BarackObama_1_87",4
"inaug_BarackObama_1_88",4
"inaug_BarackObama_1_89",4
"inaug_BarackObama_1_90",4
"inaug_BarackObama_1_91",4
"inaug_BarackObama_1_92",3
"inaug_BarackObama_1_93",2
"inaug_BarackObama_1_94",13
"inaug_BarackObama_1_95",13
"inaug_BarackObama_1_96",13
"inaug_BarackObama_1_97",15
"inaug_BarackObama_1_98",2
"inaug_BarackObama_1_99",2
"inaug_BarackObama_1_100",2
"inaug_BarackObama_1_101",2
"inaug_BarackObama_1_102",15
"inaug_BarackObama_1_103",2
"inaug_BarackObama_1_104",14
"inaug_BarackObama_1_105",14
"inaug_BarackObama_1_106",13
"inaug_BarackObama_1_107",3
"inaug_BarackObama_1_108",3
"inaug_BarackObama_1_109",3
"inaug_BarackObama_1_110",3
"inaug_BarackObama_1_111",3
"inaug_BarackObama_1_112",2
"inaug_BarackObama_1_113",3
"inaug_BarackObama_1_114",3
"inaug_BarackObama_1_116",8
"inaug_BarackObama_1_118",8
"inaug_BarackObama_1_119",8
"inaug_BarackObama_1_120",8
"inaug_BarackObama_1_121",10
"inaug_BarackObama_1_122",1
"inaug_BarackObama_1_123",1
"inaug_BarackObama_1_124",2
